lang_a,lang_b,family_id,ling_divergence,geo_distance_km,lat_a,lon_a,lat_b,lon_b,corridor_ruggedness,log_geo_dist
MOOSE_CREE,NANTICOKE,algi1248,0.7591979449122306,1341.6716867385292,51.0686,-80.6912,39.67781,-74.98648,0.34219999999999995,7.202416704045079
MOOSE_CREE,NASKAPI,algi1248,0.49169349169349164,1396.0657238654355,51.0686,-80.6912,55.9316,-61.1318,0.833,7.242129404582264
MOOSE_CREE,NIPMUCK,algi1248,0.6455891330891331,1140.9201065929367,51.0686,-80.6912,42.364,-72.731,0.5058,7.0404664285681156
MOOSE_CREE,NISHNAABEMWIN,algi1248,0.74987234987235,496.38677987185775,51.0686,-80.6912,51.6192,-87.7862,0.7866,6.2093679525517915
MOOSE_CREE,NORTHERN_EAST_CREE,algi1248,0.47631437190260717,498.6836938568849,51.0686,-80.6912,55.1928,-77.7505,0.7981999999999999,6.213975285952379
MOOSE_CREE,OJIBWA_EASTERN,algi1248,0.7076368076368076,677.158992156539,51.0686,-80.6912,45.0112,-79.7503,0.6694,6.519381762154978
MOOSE_CREE,OJIBWA_SEVERN,algi1248,0.55568368413196,700.2227673056905,51.0686,-80.6912,53.9092,-89.9331,0.7866,6.552825621581138
MOOSE_CREE,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.7679017061370003,1159.412171703221,51.0686,-80.6912,45.494475,-67.40805,0.833,7.056530541422865
MOOSE_CREE,PLAINS_CREE,algi1248,0.41599789099789103,2062.124959737496,51.0686,-80.6912,51.2437,-110.463,0.9057999999999999,7.631977083092157
MOOSE_CREE,POTAWATOMI,algi1248,0.7585279486595277,1300.0468578367077,51.0686,-80.6912,40.955,-89.1881,0.35819999999999996,7.170924494648473
MOOSE_CREE,POWHATAN_UnnamedInSource,algi1248,0.8289218189218189,1589.1148190332947,51.0686,-80.6912,36.99422,-77.20752,0.34219999999999995,7.371561505835515
MOOSE_CREE,SAULTEAUX,algi1248,0.5462301587301587,1529.2611707327435,51.0686,-80.6912,50.5664,-102.525,0.9057999999999999,7.333193699644246
MOOSE_CREE,SHAWNEE,algi1248,0.7988778086992373,1243.6731247391554,51.0686,-80.6912,40.0,-83.0,0.35019999999999996,7.126628224016098
MOOSE_CREE,SOUTHERN_EAST_CREE,algi1248,0.4633699633699634,143.85130852411194,51.0686,-80.6912,51.4078,-78.6971,0.833,4.9757077578239315
MOOSE_CREE,SWAMPY_CREE,algi1248,0.6144179894179894,1090.1028067496054,51.0686,-80.6912,56.0,-95.0,0.7866,6.994944213061379
MOOSE_CREE,SWAMPY_CREE_2,algi1248,0.27557319223985893,1090.1028067496054,51.0686,-80.6912,56.0,-95.0,0.7866,6.994944213061379
MOOSE_CREE,UNAMI_UnnamedInSource,algi1248,0.7399871733205066,1284.6220703426118,51.0686,-80.6912,40.4,-74.3,0.5058,7.158997981623964
MOOSE_CREE,WAMPANOAG_NATICK,algi1248,0.754861804861805,1183.5808432653653,51.0686,-80.6912,41.705,-73.3148,0.5058,7.077144272232589
MOOSE_CREE,WESTERN_OJIBWA,algi1248,0.6025297619047618,1529.2611707327435,51.0686,-80.6912,50.5664,-102.525,0.9057999999999999,7.333193699644246
MOOSE_CREE,WIYOT,algi1248,0.8789791857973676,3506.543727698593,51.0686,-80.6912,39.2492,-122.952,1.025,8.16267127881226
MOOSE_CREE,YUROK,algi1248,0.8894922438672438,3436.004885513335,51.0686,-80.6912,41.3262,-123.824,1.025,8.142355698295823
NANTICOKE,NASKAPI,algi1248,0.7031369424226567,2073.824002228952,39.67781,-74.98648,55.9316,-61.1318,0.6694000000000001,7.6376316108646165
NANTICOKE,NIPMUCK,algi1248,0.7202940115440116,353.54877018739256,39.67781,-74.98648,42.364,-72.731,0.015,5.870845911086234
NANTICOKE,NISHNAABEMWIN,algi1248,0.743724727653299,1654.1010333717832,39.67781,-74.98648,51.6192,-87.7862,0.31900000000000006,7.411617333302401
NANTICOKE,NORTHERN_EAST_CREE,algi1248,0.716722397972398,1737.3199315931504,39.67781,-74.98648,55.1928,-77.7505,0.49420000000000003,7.460674369202903
NANTICOKE,OJIBWA_EASTERN,algi1248,0.72668319334986,710.3242974457684,39.67781,-74.98648,45.0112,-79.7503,0.015,6.567128440365629
NANTICOKE,OJIBWA_SEVERN,algi1248,0.6954836829836829,1940.5082606175245,39.67781,-74.98648,53.9092,-89.9331,0.31900000000000006,7.571220403923178
NANTICOKE,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.7963050838050839,895.4560942100068,39.67781,-74.98648,45.494475,-67.40805,0.34219999999999995,6.798449317177743
NANTICOKE,PLAINS_CREE,algi1248,0.7406382308168024,3012.874289445426,39.67781,-74.98648,51.2437,-110.463,0.6498,8.010981669439834
NANTICOKE,POTAWATOMI,algi1248,0.7737209292764847,1211.0561566605604,39.67781,-74.98648,40.955,-89.1881,0.03899999999999999,7.100073499434229
NANTICOKE,POWHATAN_UnnamedInSource,algi1248,0.7181664953404084,355.7371262623143,39.67781,-74.98648,36.99422,-77.20752,0.015,5.876999169545528
NANTICOKE,SAULTEAUX,algi1248,0.6831141081141082,2456.0666943408582,39.67781,-74.98648,50.5664,-102.525,0.6498,7.8067235167766444
NANTICOKE,SHAWNEE,algi1248,0.812990418672237,684.9071168521497,39.67781,-74.98648,40.0,-83.0,0.023,6.530742220384016
NANTICOKE,SOUTHERN_EAST_CREE,algi1248,0.666972693972694,1335.4877175292463,39.67781,-74.98648,51.4078,-78.6971,0.5058,7.197800345509993
NANTICOKE,SWAMPY_CREE,algi1248,0.7714749536178108,2332.8489731709874,39.67781,-74.98648,56.0,-95.0,0.471,7.755274103456831
NANTICOKE,SWAMPY_CREE_2,algi1248,0.7206349206349206,2332.8489731709874,39.67781,-74.98648,56.0,-95.0,0.471,7.755274103456831
NANTICOKE,UNAMI_UnnamedInSource,algi1248,0.6494870355981467,99.31730915341895,39.67781,-74.98648,40.4,-74.3,0.015,4.608338253891493
NANTICOKE,WAMPANOAG_NATICK,algi1248,0.7017656946228374,265.83547290641485,39.67781,-74.98648,41.705,-73.3148,0.015,5.586632262124076
NANTICOKE,WESTERN_OJIBWA,algi1248,0.7407407407407408,2456.0666943408582,39.67781,-74.98648,50.5664,-102.525,0.6498,7.8067235167766444
NANTICOKE,WIYOT,algi1248,0.8586093857832988,4067.4077903135653,39.67781,-74.98648,39.2492,-122.952,0.6578,8.311006995584325
NANTICOKE,YUROK,algi1248,0.8680139305139305,4078.119078486631,39.67781,-74.98648,41.3262,-123.824,0.6578,8.313636331950198
NASKAPI,NIPMUCK,algi1248,0.7049523809523809,1723.2691019623364,55.9316,-61.1318,42.364,-72.731,0.6694,7.452558530668093
NASKAPI,NISHNAABEMWIN,algi1248,0.7553691922112975,1803.341062370058,55.9316,-61.1318,51.6192,-87.7862,0.8097999999999999,7.497950741716622
NASKAPI,NORTHERN_EAST_CREE,algi1248,0.39245291745291744,1045.6986453944214,55.9316,-61.1318,55.1928,-77.7505,0.8214,6.953396342692065
NASKAPI,OJIBWA_EASTERN,algi1248,0.7377104620525673,1781.3483473501549,55.9316,-61.1318,45.0112,-79.7503,0.6694,7.48568707004362
NASKAPI,OJIBWA_SEVERN,algi1248,0.6036848072562359,1840.609608064167,55.9316,-61.1318,53.9092,-89.9331,0.8097999999999999,7.518395255191284
NASKAPI,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.7683779183779185,1240.598848570523,55.9316,-61.1318,45.494475,-67.40805,0.833,7.124155222052979
NASKAPI,PLAINS_CREE,algi1248,0.4925941579787735,3226.1205742325874,55.9316,-61.1318,51.2437,-110.463,0.8577999999999999,8.079345555541291
NASKAPI,POTAWATOMI,algi1248,0.8205202455202455,2624.9515122024754,55.9316,-61.1318,40.955,-89.1881,0.5138,7.873198590184455
NASKAPI,POWHATAN_UnnamedInSource,algi1248,0.7732417008279078,2425.8923561200795,55.9316,-61.1318,36.99422,-77.20752,0.5058,7.794366852093665
NASKAPI,SAULTEAUX,algi1248,0.617577030812325,2773.4749669114713,55.9316,-61.1318,50.5664,-102.525,0.8577999999999999,7.928216807166763
NASKAPI,SHAWNEE,algi1248,0.797010808121919,2385.5742507504983,55.9316,-61.1318,40.0,-83.0,0.5138,7.777614248784291
NASKAPI,SOUTHERN_EAST_CREE,algi1248,0.4191163003663004,1257.2341138506897,55.9316,-61.1318,51.4078,-78.6971,0.833,7.1374645199862154
NASKAPI,SWAMPY_CREE,algi1248,0.47500000000000003,2086.5404427819467,55.9316,-61.1318,56.0,-95.0,0.7981999999999999,7.6437418303251
NASKAPI,SWAMPY_CREE_2,algi1248,0.42654320987654315,2086.5404427819467,55.9316,-61.1318,56.0,-95.0,0.7981999999999999,7.6437418303251
NASKAPI,UNAMI_UnnamedInSource,algi1248,0.7431034838177696,1976.427457662824,55.9316,-61.1318,40.4,-74.3,0.6694,7.589552015106904
NASKAPI,WAMPANOAG_NATICK,algi1248,0.7416369449264185,1810.0439735798611,55.9316,-61.1318,41.705,-73.3148,0.6694,7.5016587389690015
NASKAPI,WESTERN_OJIBWA,algi1248,0.5950892857142858,2773.4749669114713,55.9316,-61.1318,50.5664,-102.525,0.8577999999999999,7.928216807166763
NASKAPI,WIYOT,algi1248,0.8731293879731381,4803.651689533504,55.9316,-61.1318,39.2492,-122.952,0.977,8.47733982960596
NASKAPI,YUROK,algi1248,0.9201786105632258,4700.020682076849,55.9316,-61.1318,41.3262,-123.824,0.977,8.45553493052027
NIPMUCK,NISHNAABEMWIN,algi1248,0.7477777777777778,1531.7882929344319,42.364,-72.731,51.6192,-87.7862,0.4826,7.334843769488076
NIPMUCK,NORTHERN_EAST_CREE,algi1248,0.6605032648510909,1472.1889470362125,42.364,-72.731,55.1928,-77.7505,0.6578,7.295184681852168
NIPMUCK,OJIBWA_EASTERN,algi1248,0.7440634920634921,636.2315380843023,42.364,-72.731,45.0112,-79.7503,0.015,6.457133071607523
NIPMUCK,OJIBWA_SEVERN,algi1248,0.6017573696145124,1801.2738921952791,42.364,-72.731,53.9092,-89.9331,0.4826,7.49680442006755
NIPMUCK,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.7682178932178932,550.1310453046638,42.364,-72.731,45.494475,-67.40805,0.5058,6.311972612644323
NIPMUCK,PLAINS_CREE,algi1248,0.6057301587301587,2998.309522106752,42.364,-72.731,51.2437,-110.463,0.6498,8.006137381861782
NIPMUCK,POTAWATOMI,algi1248,0.7508412698412699,1373.928416984694,42.364,-72.731,40.955,-89.1881,0.031,7.226156948370715
NIPMUCK,POWHATAN_UnnamedInSource,algi1248,0.7883095740238598,709.1704504977083,42.364,-72.731,36.99422,-77.20752,0.015,6.565505012346433
NIPMUCK,SAULTEAUX,algi1248,0.6664399092970521,2436.917111013105,42.364,-72.731,50.5664,-102.525,0.6498,7.798899310699138
NIPMUCK,SHAWNEE,algi1248,0.7381150793650794,898.0223304327285,42.364,-72.731,40.0,-83.0,0.023,6.801307873354155
NIPMUCK,SOUTHERN_EAST_CREE,algi1248,0.6631549609810479,1102.2094813116628,42.364,-72.731,51.4078,-78.6971,0.6694000000000001,7.005978920814589
NIPMUCK,SWAMPY_CREE,algi1248,0.6607142857142857,2199.485606023895,42.364,-72.731,56.0,-95.0,0.6346,7.696433344999984
NIPMUCK,SWAMPY_CREE_2,algi1248,0.5992063492063492,2199.485606023895,42.364,-72.731,56.0,-95.0,0.6346,7.696433344999984
NIPMUCK,UNAMI_UnnamedInSource,algi1248,0.6627734487734487,254.60298182629205,42.364,-72.731,40.4,-74.3,0.015,5.543625388422391
NIPMUCK,WAMPANOAG_NATICK,algi1248,0.6966031746031746,87.71673484184927,42.364,-72.731,41.705,-73.3148,0.015,4.485448539410056
NIPMUCK,WESTERN_OJIBWA,algi1248,0.6666666666666666,2436.917111013105,42.364,-72.731,50.5664,-102.525,0.6498,7.798899310699138
NIPMUCK,WIYOT,algi1248,0.8492252456538171,4179.397765108414,42.364,-72.731,39.2492,-122.952,0.6578,8.338161680108305
NIPMUCK,YUROK,algi1248,0.8651556776556776,4168.729722775772,42.364,-72.731,41.3262,-123.824,0.6578,8.335606498010216
NISHNAABEMWIN,NORTHERN_EAST_CREE,algi1248,0.720876345876346,773.819914214618,51.6192,-87.7862,55.1928,-77.7505,0.775,6.652630633596213
NISHNAABEMWIN,OJIBWA_EASTERN,algi1248,0.3325187969924812,943.8332542435451,51.6192,-87.7862,45.0112,-79.7503,0.4710000000000001,6.851008461388584
NISHNAABEMWIN,OJIBWA_SEVERN,algi1248,0.519657029478458,292.7236291821331,51.6192,-87.7862,53.9092,-89.9331,0.775,5.682639288431538
NISHNAABEMWIN,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.8254208754208755,1639.9419976550712,51.6192,-87.7862,45.494475,-67.40805,0.8098000000000001,7.403025744734197
NISHNAABEMWIN,PLAINS_CREE,algi1248,0.6850563909774436,1566.2960210169904,51.6192,-87.7862,51.2437,-110.463,0.9538,7.357107133906714
NISHNAABEMWIN,POTAWATOMI,algi1248,0.6444873444873446,1190.6273559451101,51.6192,-87.7862,40.955,-89.1881,0.7502000000000001,7.0830751778977925
NISHNAABEMWIN,POWHATAN_UnnamedInSource,algi1248,0.8519273319273319,1826.8257697106985,51.6192,-87.7862,36.99422,-77.20752,0.31899999999999995,7.510882435497167
NISHNAABEMWIN,SAULTEAUX,algi1248,0.5617647058823529,1034.1601270998688,51.6192,-87.7862,50.5664,-102.525,0.8942,6.942311405906562
NISHNAABEMWIN,SHAWNEE,algi1248,0.8564909297052153,1343.4492863382475,51.6192,-87.7862,40.0,-83.0,0.32699999999999996,7.203739755650742
NISHNAABEMWIN,SOUTHERN_EAST_CREE,algi1248,0.6838369963369964,628.9983363925387,51.6192,-87.7862,51.4078,-78.6971,0.7866,6.445717178735328
NISHNAABEMWIN,SWAMPY_CREE,algi1248,0.7540178571428571,678.7543016154407,51.6192,-87.7862,56.0,-95.0,0.775,6.521731411724172
NISHNAABEMWIN,SWAMPY_CREE_2,algi1248,0.7290123456790124,678.7543016154407,51.6192,-87.7862,56.0,-95.0,0.775,6.521731411724172
NISHNAABEMWIN,UNAMI_UnnamedInSource,algi1248,0.7466440195606862,1619.824057356018,51.6192,-87.7862,40.4,-74.3,0.31899999999999995,7.390689976274206
NISHNAABEMWIN,WAMPANOAG_NATICK,algi1248,0.7983709273182957,1555.0432114816174,51.6192,-87.7862,41.705,-73.3148,0.48260000000000003,7.349901475227809
NISHNAABEMWIN,WESTERN_OJIBWA,algi1248,0.415625,1034.1601270998688,51.6192,-87.7862,50.5664,-102.525,0.8942,6.942311405906562
NISHNAABEMWIN,WIYOT,algi1248,0.8845734126984127,3029.874666823218,51.6192,-87.7862,39.2492,-122.952,1.0134,8.016606525765113
NISHNAABEMWIN,YUROK,algi1248,0.9013634513634514,2950.3238555285257,51.6192,-87.7862,41.3262,-123.824,1.0134,7.990009113255095
NORTHERN_EAST_CREE,OJIBWA_EASTERN,algi1248,0.6783660783660784,1140.9665920109562,55.1928,-77.7505,45.0112,-79.7503,0.6578,7.040507135857189
NORTHERN_EAST_CREE,OJIBWA_SEVERN,algi1248,0.5585201465201465,797.4436138120204,55.1928,-77.7505,53.9092,-89.9331,0.775,6.682664350023342
NORTHERN_EAST_CREE,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.7651207919065062,1301.4709951486936,55.1928,-77.7505,45.494475,-67.40805,0.8214,7.172018504779722
NORTHERN_EAST_CREE,PLAINS_CREE,algi1248,0.4644993894993895,2200.3662544869803,55.1928,-77.7505,51.2437,-110.463,0.8942,7.696833471357136
NORTHERN_EAST_CREE,POTAWATOMI,algi1248,0.7707226800976802,1791.5440853207433,55.1928,-77.7505,40.955,-89.1881,0.49060000000000004,7.4913911664925354
NORTHERN_EAST_CREE,POWHATAN_UnnamedInSource,algi1248,0.8045225607725608,2024.0073522847983,55.1928,-77.7505,36.99422,-77.20752,0.49420000000000003,7.6133286102919735
NORTHERN_EAST_CREE,SAULTEAUX,algi1248,0.6087053571428571,1729.671316304715,55.1928,-77.7505,50.5664,-102.525,0.8346,7.456264656328953
NORTHERN_EAST_CREE,SHAWNEE,algi1248,0.8253709965248427,1733.3887361134255,55.1928,-77.7505,40.0,-83.0,0.5022,7.458410316824692
NORTHERN_EAST_CREE,SOUTHERN_EAST_CREE,algi1248,0.22125114468864468,425.5367633090637,55.1928,-77.7505,51.4078,-78.6971,0.8098000000000001,6.055698560893513
NORTHERN_EAST_CREE,SWAMPY_CREE,algi1248,0.38645833333333335,1084.6002218590575,55.1928,-77.7505,56.0,-95.0,0.775,6.989888312886019
NORTHERN_EAST_CREE,SWAMPY_CREE_2,algi1248,0.46829212454212454,1084.6002218590575,55.1928,-77.7505,56.0,-95.0,0.775,6.989888312886019
NORTHERN_EAST_CREE,UNAMI_UnnamedInSource,algi1248,0.7186304436304437,1664.4342876747808,55.1928,-77.7505,40.4,-74.3,0.49420000000000003,7.417841201841724
NORTHERN_EAST_CREE,WAMPANOAG_NATICK,algi1248,0.7644253894253894,1534.2530160901724,55.1928,-77.7505,41.705,-73.3148,0.6578,7.336450477767209
NORTHERN_EAST_CREE,WESTERN_OJIBWA,algi1248,0.5952380952380951,1729.671316304715,55.1928,-77.7505,50.5664,-102.525,0.8346,7.456264656328953
NORTHERN_EAST_CREE,WIYOT,algi1248,0.8501661918328585,3758.6635033133875,55.1928,-77.7505,39.2492,-122.952,0.9538,8.2320847385795
NORTHERN_EAST_CREE,YUROK,algi1248,0.919914889032536,3658.8715711569525,55.1928,-77.7505,41.3262,-123.824,0.9538,8.205183335931922
OJIBWA_EASTERN,OJIBWA_SEVERN,algi1248,0.5308390022675736,1230.5200362069634,45.0112,-79.7503,53.9092,-89.9331,0.6346,7.11600448718623
OJIBWA_EASTERN,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.8302188552188552,966.6774881555267,45.0112,-79.7503,45.494475,-67.40805,0.5058,6.87489885836894
OJIBWA_EASTERN,PLAINS_CREE,algi1248,0.6547619047619049,2362.776781352199,45.0112,-79.7503,51.2437,-110.463,0.8613999999999999,7.7680159499358545
OJIBWA_EASTERN,POTAWATOMI,algi1248,0.606156156156156,889.5575043641318,45.0112,-79.7503,40.955,-89.1881,0.031,6.791847676011613
OJIBWA_EASTERN,POWHATAN_UnnamedInSource,algi1248,0.8391813167675236,916.4954262787174,45.0112,-79.7503,36.99422,-77.20752,0.015,6.821647594933976
OJIBWA_EASTERN,SAULTEAUX,algi1248,0.49609788359788365,1801.3855841573866,45.0112,-79.7503,50.5664,-102.525,0.8613999999999999,7.496866390948781
OJIBWA_EASTERN,SHAWNEE,algi1248,0.8510875955320399,617.4872762696383,45.0112,-79.7503,40.0,-83.0,0.023,6.427276619704427
OJIBWA_EASTERN,SOUTHERN_EAST_CREE,algi1248,0.666560782967033,715.5171804376596,45.0112,-79.7503,51.4078,-78.6971,0.6694000000000001,6.574402225260807
OJIBWA_EASTERN,SWAMPY_CREE,algi1248,0.648015873015873,1622.557358042408,45.0112,-79.7503,56.0,-95.0,0.6346,7.392374920787868
OJIBWA_EASTERN,SWAMPY_CREE_2,algi1248,0.5382716049382715,1622.557358042408,45.0112,-79.7503,56.0,-95.0,0.6346,7.392374920787868
OJIBWA_EASTERN,UNAMI_UnnamedInSource,algi1248,0.7242032570603998,678.8172823893253,45.0112,-79.7503,40.4,-74.3,0.015,6.521824059694564
OJIBWA_EASTERN,WAMPANOAG_NATICK,algi1248,0.7819444444444446,636.7478745846932,45.0112,-79.7503,41.705,-73.3148,0.015,6.457943024338505
OJIBWA_EASTERN,WESTERN_OJIBWA,algi1248,0.378125,1801.3855841573866,45.0112,-79.7503,50.5664,-102.525,0.8613999999999999,7.496866390948781
OJIBWA_EASTERN,WIYOT,algi1248,0.8747271825396825,3576.1743718117755,45.0112,-79.7503,39.2492,-122.952,0.8613999999999999,8.182328486131192
OJIBWA_EASTERN,YUROK,algi1248,0.9018213268213268,3553.3619094460455,45.0112,-79.7503,41.3262,-123.824,0.8613999999999999,8.175930835113132
OJIBWA_SEVERN,PASSAMAQUODDY_MALISEET_UnnamedInSource,algi1248,0.7863492063492064,1858.9215685424044,53.9092,-89.9331,45.494475,-67.40805,0.8098000000000001,7.528289598367855
OJIBWA_SEVERN,PLAINS_CREE,algi1248,0.47230725623582764,1413.2404891144442,53.9092,-89.9331,51.2437,-110.463,0.9538,7.254347909162253
OJIBWA_SEVERN,POTAWATOMI,algi1248,0.610048185941043,1441.5097324604922,53.9092,-89.9331,40.955,-89.1881,0.7502000000000001,7.274139745299177
OJIBWA_SEVERN,POWHATAN_UnnamedInSource,algi1248,0.7797342753864495,2119.305792667431,53.9092,-89.9331,36.99422,-77.20752,0.31899999999999995,7.659315599088466
OJIBWA_SEVERN,SAULTEAUX,algi1248,0.24710884353741497,932.8754900027299,53.9092,-89.9331,50.5664,-102.525,0.8942,6.83934312099424
OJIBWA_SEVERN,SHAWNEE,algi1248,0.7757936507936507,1631.7890506939682,53.9092,-89.9331,40.0,-83.0,0.5386000000000001,7.398044905626732
OJIBWA_SEVERN,SOUTHERN_EAST_CREE,algi1248,0.5077266483516483,806.1946090626412,53.9092,-89.9331,51.4078,-78.6971,0.7866,6.693564790452481
OJIBWA_SEVERN,SWAMPY_CREE,algi1248,0.6549603174603175,398.2349096000411,53.9092,-89.9331,56.0,-95.0,0.775,5.989549989511776
OJIBWA_SEVERN,SWAMPY_CREE_2,algi1248,0.3356009070294785,398.2349096000411,53.9092,-89.9331,56.0,-95.0,0.775,5.989549989511776
OJIBWA_SEVERN,UNAMI_UnnamedInSource,algi1248,0.6754625334982477,1902.6356156337154,53.9092,-89.9331,40.4,-74.3,0.48260000000000003,7.551520818692501
OJIBWA_SEVERN,WAMPANOAG_NATICK,algi1248,0.7344954648526077,1829.9684233535772,53.9092,-89.9331,41.705,-73.3148,0.48260000000000003,7.51260029895157
OJIBWA_SEVERN,WESTERN_OJIBWA,algi1248,0.2529761904761904,932.8754900027299,53.9092,-89.9331,50.5664,-102.525,0.8942,6.83934312099424
OJIBWA_SEVERN,WIYOT,algi1248,0.874111111111111,2963.2703209316255,53.9092,-89.9331,39.2492,-122.952,1.0134,7.994386183651319
OJIBWA_SEVERN,YUROK,algi1248,0.8918035030103996,2861.4288844446796,53.9092,-89.9331,41.3262,-123.824,1.0134,7.959425803691761
PASSAMAQUODDY_MALISEET_UnnamedInSource,PLAINS_CREE,algi1248,0.7509740259740258,3195.9410624061325,45.494475,-67.40805,51.2437,-110.463,0.977,8.06994971360875
PASSAMAQUODDY_MALISEET_UnnamedInSource,POTAWATOMI,algi1248,0.8414862914862916,1829.0454287155994,45.494475,-67.40805,40.955,-89.1881,0.35019999999999996,7.512096069962099
PASSAMAQUODDY_MALISEET_UnnamedInSource,POWHATAN_UnnamedInSource,algi1248,0.8181149961149962,1248.9444433230033,45.494475,-67.40805,36.99422,-77.20752,0.34219999999999995,7.130854383967026
PASSAMAQUODDY_MALISEET_UnnamedInSource,SAULTEAUX,algi1248,0.7882653061224489,2645.171345815177,45.494475,-67.40805,50.5664,-102.525,0.9174,7.880869099122194
PASSAMAQUODDY_MALISEET_UnnamedInSource,SHAWNEE,algi1248,0.8379523809523809,1408.9785236911657,45.494475,-67.40805,40.0,-83.0,0.35019999999999996,7.251329751831509
PASSAMAQUODDY_MALISEET_UnnamedInSource,SOUTHERN_EAST_CREE,algi1248,0.7673393478949035,1058.92018931525,45.494475,-67.40805,51.4078,-78.6971,0.833,6.965948891172625
PASSAMAQUODDY_MALISEET_UnnamedInSource,SWAMPY_CREE,algi1248,0.7251984126984128,2243.115617254194,45.494475,-67.40805,56.0,-95.0,0.8097999999999999,7.716066788155881
PASSAMAQUODDY_MALISEET_UnnamedInSource,SWAMPY_CREE_2,algi1248,0.7365079365079366,2243.115617254194,45.494475,-67.40805,56.0,-95.0,0.8097999999999999,7.716066788155881
PASSAMAQUODDY_MALISEET_UnnamedInSource,UNAMI_UnnamedInSource,algi1248,0.7717160080063306,796.6466452878296,45.494475,-67.40805,40.4,-74.3,0.34219999999999995,6.681665698993575
PASSAMAQUODDY_MALISEET_UnnamedInSource,WAMPANOAG_NATICK,algi1248,0.7856180856180855,635.1243032009862,45.494475,-67.40805,41.705,-73.3148,0.5058,6.45539398952775
PASSAMAQUODDY_MALISEET_UnnamedInSource,WESTERN_OJIBWA,algi1248,0.830952380952381,2645.171345815177,45.494475,-67.40805,50.5664,-102.525,0.9174,7.880869099122194
PASSAMAQUODDY_MALISEET_UnnamedInSource,WIYOT,algi1248,0.8492592592592593,4523.51921619717,45.494475,-67.40805,39.2492,-122.952,0.8134,8.417266599924874
PASSAMAQUODDY_MALISEET_UnnamedInSource,YUROK,algi1248,0.8719421101774044,4486.411058015553,45.494475,-67.40805,41.3262,-123.824,0.8134,8.409031212659293
PLAINS_CREE,POTAWATOMI,algi1248,0.7626876876876877,1988.1863459617987,51.2437,-110.463,40.955,-89.1881,0.8694,7.595480962731865
PLAINS_CREE,POWHATAN_UnnamedInSource,algi1248,0.7815015444325788,3053.157595990029,51.2437,-110.463,36.99422,-77.20752,0.6578,8.024259087587335
PLAINS_CREE,SAULTEAUX,algi1248,0.4733893557422969,561.403529766425,51.2437,-110.463,50.5664,-102.525,1.073,6.332219616732849
PLAINS_CREE,SHAWNEE,algi1248,0.7409318048206937,2453.392311228167,51.2437,-110.463,40.0,-83.0,0.8694,7.805634478519793
PLAINS_CREE,SOUTHERN_EAST_CREE,algi1248,0.44144059065934066,2189.922099524471,51.2437,-110.463,51.4078,-78.6971,0.9057999999999999,7.692077784205038
PLAINS_CREE,SWAMPY_CREE,algi1248,0.5345238095238095,1145.301539763861,51.2437,-110.463,56.0,-95.0,0.8942,7.044295986366909
PLAINS_CREE,SWAMPY_CREE_2,algi1248,0.3264550264550265,1145.301539763861,51.2437,-110.463,56.0,-95.0,0.8942,7.044295986366909
PLAINS_CREE,UNAMI_UnnamedInSource,algi1248,0.727152133580705,3012.1910834344894,51.2437,-110.463,40.4,-74.3,0.6498,8.010754956778998
PLAINS_CREE,WAMPANOAG_NATICK,algi1248,0.7249269005847954,2997.6613428679175,51.2437,-110.463,41.705,-73.3148,0.6498,8.005921249020876
PLAINS_CREE,WESTERN_OJIBWA,algi1248,0.6019345238095238,561.403529766425,51.2437,-110.463,50.5664,-102.525,1.073,6.332219616732849
PLAINS_CREE,WIYOT,algi1248,0.8611855158730158,1648.8488822718186,51.2437,-110.463,39.2492,-122.952,1.073,7.408438976198399
PLAINS_CREE,YUROK,algi1248,0.914041514041514,1502.1522364225966,51.2437,-110.463,41.3262,-123.824,1.073,7.315319672995308
POTAWATOMI,POWHATAN_UnnamedInSource,algi1248,0.8345201733132768,1124.1726194583937,40.955,-89.1881,36.99422,-77.20752,0.047,7.025691742386454
POTAWATOMI,SAULTEAUX,algi1248,0.5466269841269841,1483.1367047094188,40.955,-89.1881,50.5664,-102.525,0.8694,7.302588538561052
POTAWATOMI,SHAWNEE,algi1248,0.8504997060552616,533.9393853669326,40.955,-89.1881,40.0,-83.0,0.05500000000000001,6.282153442097695
POTAWATOMI,SOUTHERN_EAST_CREE,algi1248,0.7547313797313797,1412.3144464329312,40.955,-89.1881,51.4078,-78.6971,0.35819999999999996,7.253692896095677
POTAWATOMI,SWAMPY_CREE,algi1248,0.7982804232804234,1725.4045318649544,40.955,-89.1881,56.0,-95.0,0.7501999999999999,7.453796219538049
POTAWATOMI,SWAMPY_CREE_2,algi1248,0.6466490299823633,1725.4045318649544,40.955,-89.1881,56.0,-95.0,0.7501999999999999,7.453796219538049
POTAWATOMI,UNAMI_UnnamedInSource,algi1248,0.7833075654504227,1255.4969020256951,40.955,-89.1881,40.4,-74.3,0.031000000000000007,7.136082891422068
